setDrawColor_d3138	setDrawColor	d3138	6
helpPressed_d4bc8	helpPressed	d4bc8	6
enableFillScreen_d5032	enableFillScreen	d5032	6
isFading_d514c	isFading	d514c	6
drawFooter_d3fb4	drawFooter	d3fb4	8
drawFooterNoBackButton_d4090	drawFooterNoBackButton	d4090	8
drawFooterStation_d4098	drawFooterStation	d4098	10
drawHelpWindow_d4bc0	drawHelpWindow	d4bc0	10
getHelpButtonOffset_d4bd0	getHelpButtonOffset	d4bd0	26
startFade_d5014	startFade	d5014	30
drawMask_d3140	drawMask	d3140	32
drawBGBorder_d393c	drawBGBorder	d393c	32
drawBG_d3544	drawBG	d3544	38
getFooterTransitionWidth_d3c08	getFooterTransitionWidth	d3c08	46
showMissionRewardMessage_d4d40	showMissionRewardMessage	d4d40	46
drawMask_d3168	drawMask	d3168	68
drawWindow_d387c	drawWindow	d387c	68
drawHeader_d4200	drawHeader	d4200	68
drawHeader_d40a0	drawHeader	d40a0	72
formatCredits_d34d8	formatCredits	d34d8	74
drawWindow_d38d4	drawWindow	d38d4	84
_Layout_d2bc8	~Layout	d2bc8	86
update_d5152	update	d5152	86
drawBox_d48f0	drawBox	d48f0	88
OnTouchBegin_d51a8	OnTouchBegin	d51a8	96
OnTouchMove_d5206	OnTouchMove	d5206	96
initHelpWindow_d4b40	initHelpWindow	d4b40	106
drawWindow_d36f4	drawWindow	d36f4	108
getPulseValue_d4bf0	getPulseValue	d4bf0	108
OnTouchEnd_d5264	OnTouchEnd	d5264	108
initTip_d495c	initTip	d495c	148
tagString_d31b0	tagString	d31b0	162
drawEmptyFooter_d3fbc	drawEmptyFooter	d3fbc	196
setWindowDimensions_d4c60	setWindowDimensions	d4c60	202
resetWindowDimensions_d3048	resetWindowDimensions	d3048	212
drawWindow_d3780	drawWindow	d3780	228
drawHeader_d4100	drawHeader	d4100	246
drawFade_d5038	drawFade	d5038	246
drawTip_d4a14	drawTip	d4a14	252
drawScrollBar_d4258	drawScrollBar	d4258	280
drawBGPattern_d3574	drawBGPattern	d3574	378
formatNumber_d32b4	formatNumber	d32b4	390
drawMissionRewardMessage_d4d74	drawMissionRewardMessage	d4d74	566
drawBGBorder_d395c	drawBGBorder	d395c	662
drawFooter_d3c3c	drawFooter	d3c3c	770
reload_d2c20	reload	d2c20	1008
drawBox_d4384	drawBox	d4384	1306
Layout_d1028	Layout	d1028	5478
