name	ghidra_addr	body_bytes	callees	callers
DisableClip	0008cb36	8	0	1
SetShaderMode	0008cb3e	8	0	0
SetBlendMode	0008cb48	730	9	1
Begin3d	0008ce44	142	8	1
FogEnable	0008cee0	58	2	1
FogSetParameter	0008cf28	324	4	1
StartDraw2FBO	0008d088	8	0	1
StopDraw2FBO	0008d08e	38	3	1
ResetPersMatrix	0008d0b4	380	8	0
SetMatForGlow	0008d24c	380	3	0
ArrayAdd<AbyssEngine::AEMath::Matrix>	0008d3cc	144	3	1
ArrayAdd<unsigned_int>	0008d460	36	1	1
RemoveAllMatsForGlow	0008d484	52	3	0
ArrayRemoveAll<AbyssEngine::AEMath::Matrix>	0008d4bc	38	2	1
ArrayRemoveAll<unsigned_int>	0008d4e2	34	2	1
CheckNUseRefractFBO	0008d504	48	1	1
End3d	0008d53c	8	0	1
BeginBG	0008e1e0	160	7	1
EndBG	0008e28c	14	0	1
Begin2d	0008e2a0	210	13	1
End2d	0008e378	110	3	1
SetGameOrientation	0008e3fc	696	3	1
Initialize	0008e6bc	250	3	1
GetGravValue	0008e7bc	8	0	0
GetAccelValue	0008e7c2	8	0	0
Suspend	0008e7c8	92	2	1
Resume	0008e828	178	6	1
ReloadTextures	0008e8e4	140	4	0
DrawMesh	0008e978	1262	24	1
ArrayAddCached<AbyssEngine::Mesh*>	0008ee88	68	2	1
ArrayAddCached<AbyssEngine::AEMath::Matrix>	0008eecc	180	4	2
ArrayAddCached<unsigned_int>	0008ef84	70	2	1
getRegionCode	0008efcc	16	1	0
convertStringFromArabic	0008efe0	646	11	1
setLanguage	0008f2b8	10	0	0
setLanguage	0008f2c0	710	11	1
ReadLangFile	0008f64c	298	11	1
isNonArabicString	0008f798	86	0	1
FBOContainer	0008f7f4	64	2	1
~FBOContainer	0008f842	22	2	1
Release	0008f868	106	4	1
Create	0008f8d4	292	13	1
BeginCapture	0008f9f8	34	1	1
EndCapture	0008fa18	16	0	1
Activate	0008fa26	10	0	1
getSoundInfo	0008fa30	72	0	1
AESoundRessource	0008fa78	22	1	1
Array	0008fa8e	28	1	1
~AESoundRessource	0008faaa	84	4	1
freeAllRessources	0008fb0c	48	1	1
ArrayRemoveAll<AbyssEngine::AESoundInterface*>	0008fb3c	34	2	1
~Array	0008fb5e	22	1	1
SetSound	0008fb74	40	1	1
ArraySetLength<AbyssEngine::AESoundInterface*>	0008fb9c	52	2	1
initWithoutLoading	0008fbd0	92	3	0
init	0008fc38	126	3	1
setVolume	0008fcc4	76	2	0
setVolume	0008fd14	46	0	0
setSoundVolume	0008fd42	46	0	0
setMusicVolume	0008fd70	46	0	0
isPlaying	0008fda0	66	2	0
release	0008fde8	62	2	0
playMusic	0008fe2c	86	2	0
playMusicLoop	0008fe88	86	2	0
play	0008fee4	6	0	0
play	0008feec	98	3	0
playLoop	0008ff54	86	2	0
stop	0008ffb0	64	2	0
stop	0008fff4	34	0	0
supend	00090018	34	0	0
pause	0009003c	64	2	0
pause	00090080	34	0	0
resume	000900a4	64	2	0
resume	000900e8	34	0	0
operator=	00090130	58	1	1
operator*=	0009016a	350	1	1
operator*	000902c8	378	3	4
operator==	00090448	228	0	1
operator!=	0009052c	226	0	0
operator*	0009060e	122	0	0
MatrixMultiply	00090688	10	1	1
MatrixIdentity	00090694	102	3	1
MatrixIsEqual	00090700	14	1	0
MatrixGetRight	00090704	14	0	1
MatrixGetUp	00090712	14	0	1
MatrixGetDir	00090720	14	0	1
MatrixGetPosition	0009072e	135	0	3
MatrixRotateVector	000907b6	463	0	3
MatrixInverseRotateVector	000908b6	359	0	1
MatrixSetRotation	000909f0	704	3	1
MatrixSetRotation	00090cc4	118	4	0
MatrixSetRotation	00090d40	66	1	1
MatrixSetScaling	00090d84	192	3	1
MatrixSetTranslation	00090e48	24	1	1
MatrixSetTranslation	00090e60	24	1	1
MatrixGetInverse	00090e78	158	1	1
MatrixGetLookAt	00090f18	166	4	1
MatrixGetGL	00090fc4	64	0	1
Quaternion	0009100a	14	0	1
Quaternion	00091018	14	1	1
Set	00091026	14	1	1
Quaternion	0009102c	14	1	1
Set	0009103c	528	1	1
Set	00091254	204	2	0
Inverse	00091328	74	0	0
Dot	00091372	54	0	0
Lerp	000913a8	98	3	1
Normalized	00091410	76	1	1
Lerp	0009145c	114	2	0
operator[]	000914d8	6	0	0
operator[]	000914de	6	0	0
Length	000914e4	60	0	1
Convert	00091520	314	0	1
GameText	0009165c	104	6	1
Array	000916f4	28	1	1
~Array	00091710	22	1	1
~GameText	00091726	42	3	1
release	0009174e	66	0	1
getLanguage	00091790	12	0	1
setSubstituteArray	000917a0	48	2	0
ArrayRemoveAll<int>	000917d0	34	2	1
ArrayAdd<int>	000917f2	36	1	1
getText	00091818	224	4	6
ApplicationManager	0009193c	1318	14	1
Array	00091fc0	28	1	1
Array	00091fdc	30	1	1
operator=	00091ffa	18	1	1
~Array	0009200c	22	1	1
~Array	00092022	22	1	1
~ApplicationManager	00092038	220	12	1
ArrayRelease<AbyssEngine::IApplicationModule*>	00092134	20	1	1
SoundSet	00092148	52	2	0
SoundRelease	0009217c	16	0	0
SoundPlayMusic	0009218a	22	0	0
SoundPlayMusicLoop	0009219e	22	0	0
SoundPlay	000921b2	22	0	0
SoundPlay	000921c6	22	0	0
SoundPlayLoop	000921da	22	0	0
SoundStop	000921ee	16	0	0
SoundStopSounds	000921fc	16	0	0
SoundPauseSounds	0009220a	16	0	0
SoundPause	00092218	16	0	0
SoundResume	00092226	28	0	0
SoundResumeSounds	00092240	26	0	0
SoundEnable	0009225a	10	0	0
SoundFxEnable	00092264	6	0	0
SoundMusicEnable	0009226a	6	0	0
SoundSetVolume	00092270	16	0	0
SoundSetFXVolume	0009227e	16	0	0
SoundSetMusicVolume	0009228c	16	0	0
SoundIsPlaying	0009229a	16	0	0
SoundResume	000922a8	16	0	0
VibrateEnable	000922b6	6	0	1
VibrateSupported	000922bc	10	0	0
Vibrate	000922c4	18	0	0
RegisterApplicationModule	000922d4	60	2	1
ArrayAdd<AbyssEngine::IApplicationModule*>	0009230e	36	1	1
EnablePerformanceTest	00092334	94	0	0
SetCurrentApplicationModule	000923b0	126	0	1
SetApplicationModule	00092440	14	0	0
GetApplicationModule	00092452	36	0	1
Quit	00092476	8	0	1
GetApplicationVersionString	00092480	16	1	0
GetEngine	0009249c	6	0	7
Suspend	000924a2	46	1	0
Resume	000924d0	50	1	0
SetLoadingCallback	00092506	6	0	1
LoadingCallbackShow	0009250c	10	0	0
SetResumeCallback	00092516	6	0	0
CheatSetCallback	0009251c	14	0	1
CheatAddCode	00092528	14	0	1
CheatEnable	00092534	6	0	0
CheatUpdate	0009253a	18	0	0
ConfigReadFile	0009254c	68	4	0
ConfigRegisterTokenReadFunction	000925a4	72	4	0
ConfigRegisterAction	00092600	34	1	0
ArrayAdd<long_long>	00092620	52	1	1
ConfigGetKeysForAction	00092654	126	4	0
CheckForOrientationChange	000926e8	222	1	1
GetElapsedTimeMillis	000927dc	18	0	1
OnUpdate	000927f0	3814	32	1
GetShaderName	000939d0	14	1	1
ConvertTouchCoords	000939de	90	2	1
OnTouchBegin	00093a38	338	4	1
OnTouchMove	00093bb0	100	2	1
OnTouchEnd	00093c18	110	2	1
OnTouchEnd	00093c90	22	0	1
OnKeyPress	00093ca6	242	0	0
OnKeyRelease	00093d98	236	0	0
GetKeyState	00093e84	6	0	0
GetActionState	00093e8a	6	0	0
ResetKeyState	00093e90	8	0	0
GetCurrentTimeMillis	00093e98	6	0	1
GetSystemTimeMillis	00093e9e	6	0	1
KeyCodeSetMapping	00093ea4	62	1	0
glError	00093ee8	14	1	0
Engine	00093eec	470	8	1
Array	00094128	28	1	1
~Array	00094144	22	1	1
~Engine	0009415c	168	10	1
ArrayReleaseClasses<AbyssEngine::ShaderBaseStruct*>	00094240	74	1	1
AfterGLInit	0009428c	154	7	1
ResetLightParam	00094348	406	5	1
Initialize	00094528	6	0	1
GetDisplayWidth	00094530	6	0	1
GetDisplayHeight	00094536	6	0	1
HasVibration	0009453c	22	0	0
ClearBuffer	00094558	118	1	1
SetOnDestroyApp	000945d8	6	0	1
Suspend	000945de	16	1	1
Resume	000945ee	40	1	1
esMatrixMultiply	00094618	144	2	1
ShaderInit	000946ac	794	42	1
ShaderRegister	00094a20	108	7	1
SetFrameBufferTexture	00094aa0	102	2	0
SetAddData	00094b04	6	0	1
SetTexturesExt	00094b0c	296	4	1
SetTextures	00094c44	292	5	0
GlEnable	00094d7c	566	0	1
SetTextureSlot	00094ffc	184	3	1
SetEyePosition	000950c0	42	2	1
SetUVMatrix	000950f0	144	3	1
ResetUVMatrix	00095184	104	3	1
SetModelMatrix	000951f4	400	6	1
ShaderUpdate	0009538c	34	1	1
SetWorldViewMatrix	000953b0	192	4	1
SetPerspMatrix	00095478	108	0	0
SetOrthoMatrix	000954e8	216	2	1
SetColor	000955c8	228	1	1
LightSetMaterialColorAlpha	000956b4	100	1	1
LightSetLightCount	0009571c	16	0	0
LightSetLight	00095788	148	2	1
LightSetParticleAmbient	00095828	8	0	1
LightSetGlobalSceneColorAmbient	00095830	154	0	1
LightSetLightDirection	000958d0	136	3	1
LightSetLightPosition	0009595c	126	2	1
LightSetLightColorDiffuse	000959e0	174	0	1
LightSetLightColorAmbient	00095a94	198	0	1
LightSetLightColorSpecular	00095b60	174	0	1
LightSetMaterialColorDiffuse	00095c14	134	0	1
LightSetMaterialColorAmbient	00095ca0	158	0	1
LightSetMaterialColorSpecular	00095d44	136	0	1
LightSetRimColor	00095dd0	50	0	1
LightSetMaterialColorShininess	00095e04	32	0	1
DrawLine2D	00095e2c	48	1	1
ShaderSetActive	00095e60	178	1	1
RenderMesh	00095f24	918	12	1
ShaderSetInActive	00096334	22	0	0
AEClientState	00096350	246	2	3
IsExtensionSupported	00096452	110	1	0
GetGravValue	000964c0	80	0	1
GetAccelValue	00096510	80	0	2
SetGravValue	00096560	34	0	1
SetAccelValue	00096582	34	0	1
ArrayAdd<AbyssEngine::ShaderBaseStruct*>	000965a4	36	1	1
ReloadShaders	000965c8	52	0	0
SetPostEffect	000965fc	290	6	1
DoPostEffect	0009675c	310	2	1
DrawCloakFBO	000968b0	36	0	1
IsPostEffectActivated	000968dc	12	0	1
DrawQuad	000968f0	118	0	1
GlowBeginGlow	00096988	60	2	0
GlowEnableGlow	000969c8	42	2	1
GlowEndGlow	000969f4	48	1	0
Sqrtf	00096a28	30	0	0
Sinf	00096a44	14	1	1
Cosf	00096a48	14	1	2
ACosf	00096a4c	26	1	1
ATanf	00096a50	26	1	1
Absf	00096a54	24	0	1
Max	00096a70	28	0	0
Min	00096a8c	28	0	0
Pow	00096aa8	26	1	1
InvSqrt	00096aac	44	0	0
SpriteSystemCreate	00096adc	394	8	1
SpriteSystemSetAllUv	00096c6c	102	0	1
SpriteSystemSetUv	00096cd4	108	0	1
SpriteSystemSetRGBA	00096d44	116	0	1
SpriteSystemSetAllSize	00096db8	34	0	0
SpriteSystemDraw	00096ddc	636	6	1
SpriteSystemRelease	00097064	84	3	1
MaterialDraw	000970b8	400	10	0
ConfigReader	00097258	150	5	1
Array	00097330	28	1	1
RegisterTokenReadFunction	0009734c	72	3	1
~Array	0009765c	22	1	0
~ConfigReader	00097672	74	2	1
ParseFile	000976bc	236	10	1
GetNewLine	000977d4	228	11	1
ArrayAdd<AbyssEngine::TokenStruct*>	000978e8	36	1	0
Array	0009790c	28	1	0
ArrayAdd<AbyssEngine::KeyCode*>	00097928	36	1	0
ArrayRemoveAll<AbyssEngine::KeyCode*>	0009794c	34	2	0
~Array	0009796e	22	1	0
SpecCubeAlphaMapping	00097984	94	5	1
Init	00097a10	256	6	0
SetInActive	00097b64	30	1	0
UpdateMeshData	00097b88	388	11	0
~SpecCubeAlphaMapping	00097d1c	16	1	0
BumpShaderParticle	00097d34	94	5	1
Init	00097dc0	294	5	0
SetInActive	00097f44	72	1	0
UpdateMeshData	00097f8c	616	10	0
~BumpShaderParticle	00098204	16	1	0
GreenShader	00098214	94	5	0
Init	000982a0	216	4	0
SetInActive	000983c0	62	1	0
UpdateMeshData	000983fe	128	4	0
~GreenShader	0009847e	16	1	0
DrawFBOShader	00098490	36	1	1
~DrawFBOShader	000984c4	16	1	0
Init	000984d4	92	4	0
SetInActive	00098548	22	1	0
RenderEffect	00098560	520	21	0
UpdateMeshData	00098788	152	4	0
BumpRimCubeShader_new	00098820	94	5	1
Init	000988ac	476	6	0
SetInActive	00098b18	62	1	0
UpdateMeshData	00098b58	962	14	0
~BumpRimCubeShader_new	00098f40	16	1	0
SimpleShader	00098f50	94	5	1
Init	00098fdc	70	3	0
SetInActive	00099038	6	0	0
UpdateMeshData	0009903e	114	5	0
~SimpleShader	000990b0	16	1	0
TextureAlphaTestShader	000990c0	94	5	1
UseShader	0009914c	26	0	0
ConnectShaderComponents	0009916c	150	3	1
Init	00099230	70	2	0
SetInActive	00099278	42	1	0
UpdateMeshData	000992a4	290	10	0
~TextureAlphaTestShader	000993cc	16	1	0
BloomShader	000993dc	94	5	1
~BloomShader	00099468	14	0	1
~BloomShader	0009947c	16	1	0
InternalInit	0009948c	282	6	1
Init	000995ec	452	5	0
SetInActive	000997f4	38	1	0
RenderEffect	00099820	1156	27	0
RenderEffect	00099cd8	1096	25	0
UpdateMeshData	0009a158	166	4	0
EnergyShield	0009a200	94	5	1
Init	0009a28c	266	7	0
SetInActive	0009a3e0	42	1	0
UpdateMeshData	0009a40c	444	14	0
~EnergyShield	0009a5d0	16	1	0
BlurShader	0009a5e0	104	5	1
~BlurShader	0009a67c	16	1	0
Init	0009a68c	142	4	0
SetInActive	0009a748	22	1	0
RenderEffect	0009a760	68	1	0
RenderEffect	0009a7a8	748	24	0
UpdateMeshData	0009aab8	306	8	0
BumpShaderCloak	0009abf0	94	5	1
Init	0009ac7c	416	7	0
SetInActive	0009ae98	62	1	0
UpdateMeshData	0009aed8	790	17	0
~BumpShaderCloak	0009b200	16	1	0
BumpShaderV4	0009b210	94	5	1
Init	0009b29c	246	5	0
SetInActive	0009b3e0	62	1	0
UpdateMeshData	0009b420	506	8	0
~BumpShaderV4	0009b624	16	1	0
TexOnlyShader	0009b634	94	5	1
Init	0009b6c0	92	4	0
SetInActive	0009b734	22	1	0
UpdateMeshData	0009b74a	152	4	0
~TexOnlyShader	0009b7e2	16	1	0
BumpShader	0009b7f4	94	5	1
Init	0009b880	358	5	0
SetInActive	0009ba5c	42	1	0
UpdateMeshData	0009ba88	616	14	0
~BumpShader	0009bd0c	16	1	0
TextureVtxColorShader	0009bd1c	94	5	1
UseShader	0009bda8	26	0	0
ConnectShaderComponents	0009bdc8	198	3	1
Init	0009bed0	70	2	0
SetInActive	0009bf18	48	1	0
UpdateMeshData	0009bf4c	426	10	0
~TextureVtxColorShader	0009c10c	16	1	0
BumpShaderV3	0009c11c	94	5	1
Init	0009c1a8	368	5	0
SetInActive	0009c38c	62	1	0
UpdateMeshData	0009c3cc	712	12	0
~BumpShaderV3	0009c6b0	16	1	0
SimpleRefractionShader	0009c6c0	94	5	1
Init	0009c74c	266	7	0
SetInActive	0009c8a0	62	1	0
UpdateMeshData	0009c8e0	528	13	0
~SimpleRefractionShader	0009caf8	16	1	0
TextureConference	0009cb08	100	5	0
Init	0009cb98	118	4	0
SetInActive	0009cc34	22	1	0
UpdateMeshData	0009cc4a	192	7	0
~TextureConference	0009cd0a	16	1	0
GlowPPShader	0009cd1c	94	5	1
~GlowPPShader	0009cdac	16	1	0
InternalInit	0009cdbc	286	6	1
Init	0009cf20	368	5	0
SetInActive	0009d0d0	26	1	0
RenderEffect	0009d0ec	44	1	0
RenderEffect	0009d120	1210	27	0
UpdateMeshData	0009d610	166	4	0
BumpShaderV2	0009d6b8	94	5	1
Init	0009d744	246	5	0
SetInActive	0009d888	62	1	0
UpdateMeshData	0009d8c8	506	8	0
~BumpShaderV2	0009dacc	16	1	0
TextureLightShader	0009dadc	94	5	1
Init	0009db68	296	4	0
SetInActive	0009dcf0	30	1	0
UpdateMeshData	0009dd14	494	12	0
~TextureLightShader	0009df1c	16	1	0
NoTexVtxColorShader	0009df2c	94	5	1
Init	0009dfb8	84	3	0
SetInActive	0009e024	22	1	0
UpdateMeshData	0009e03a	132	4	0
~NoTexVtxColorShader	0009e0be	16	1	0
GenericShader2	0009e0d0	94	5	1
Init	0009e15c	216	4	0
SetInActive	0009e27c	62	1	0
UpdateMeshData	0009e2ba	344	6	0
~GenericShader2	0009e412	16	1	0
ShaderBaseStruct	0009e424	120	5	1
~ShaderBaseStruct	0009e4c4	30	1	1
DeleteShader	0009e4ea	28	1	0
ES2LoadShader	0009e4f0	144	9	0
ES2LoadProgram	0009e584	12	0	3
LoadBindShader	0009e674	202	8	1
UseShader	0009e744	6	0	0
Update	0009e74a	6	0	1
GenericShader	0009e750	94	5	1
Init	0009e7dc	270	5	0
SetInActive	0009e940	62	1	0
UpdateMeshData	0009e980	520	10	0
~GenericShader	0009eb90	16	1	0
GenericShader1	0009eba0	94	5	1
Init	0009ec2c	216	4	0
SetInActive	0009ed4c	62	1	0
UpdateMeshData	0009ed8a	344	6	0
~GenericShader1	0009eee2	16	1	0
PostBWShader	0009eef4	94	5	1
~PostBWShader	0009ef80	24	1	1
~PostBWShader	0009ef94	16	1	0
Init	0009efa4	92	4	0
SetInActive	0009f018	22	1	0
RenderEffect	0009f030	490	19	0
UpdateMeshData	0009f23c	152	4	0
DNSShader	0009f2d4	94	5	1
Init	0009f360	264	4	0
SetInActive	0009f4c4	62	1	0
UpdateMeshData	0009f504	570	10	0
~DNSShader	0009f750	16	1	0
BumpShaderRefract	0009f760	94	5	1
Init	0009f7ec	230	7	0
SetInActive	0009f910	42	1	0
UpdateMeshData	0009f93a	392	11	0
~BumpShaderRefract	0009fac2	16	1	0
BumpRimCubeShader	0009fad4	94	5	1
Init	0009fb60	476	6	0
SetInActive	0009fdcc	62	1	0
UpdateMeshData	0009fe0c	818	14	0
~BumpRimCubeShader	000a0160	16	1	0
VertexColorShader	000a0170	94	5	1
Init	000a01fc	228	4	0
SetInActive	000a032c	72	1	0
UpdateMeshData	000a0374	570	8	0
~VertexColorShader	000a05b8	16	1	0
NoTexShader	000a05c8	94	5	1
Init	000a0654	70	3	0
SetInActive	000a06b0	6	0	0
UpdateMeshData	000a06b6	132	5	0
~NoTexShader	000a073a	16	1	0
CubeMapping	000a074c	94	5	1
Init	000a07d8	236	5	0
SetInActive	000a0910	30	1	0
UpdateMeshData	000a0934	364	11	0
~CubeMapping	000a0ab0	16	1	0
CubeNormalMapping	000a0ac0	94	5	1
Init	000a0b4c	282	5	0
SetInActive	000a0cc4	38	1	0
UpdateMeshData	000a0cf0	472	9	0
~CubeNormalMapping	000a0ed8	16	1	0
TextureShader	000a0ee8	94	5	1
UseShader	000a0f74	36	1	0
ConnectShaderComponents	000a0f94	182	3	1
Init	000a1084	70	2	0
SetInActive	000a10cc	42	1	0
UpdateMeshData	000a10f8	346	10	0
~TextureShader	000a1258	16	1	0
BumpMapping	000a1268	94	5	1
Init	000a12f4	164	5	0
SetInActive	000a13cc	38	1	0
UpdateMeshData	000a13f8	206	5	0
~BumpMapping	000a14d0	16	1	0
MaskShader	000a14e0	94	5	0
Init	000a156c	150	5	0
SetInActive	000a1630	42	1	0
UpdateMeshData	000a165a	290	6	0
~MaskShader	000a177c	16	1	0
SandboxShader	000a178c	94	5	1
Init	000a1818	200	5	0
SetInActive	000a1920	38	1	0
UpdateMeshData	000a194c	372	6	0
~SandboxShader	000a1ad0	16	1	0
VertexColorAlphaTextureShader	000a1ae0	94	5	1
Init	000a1b6c	228	4	0
SetInActive	000a1c9c	72	1	0
UpdateMeshData	000a1ce4	570	8	0
~VertexColorAlphaTextureShader	000a1f28	16	1	0
GlowShader	000a1f38	94	5	1
Init	000a1fc4	106	4	0
SetInActive	000a2050	32	1	0
UpdateMeshData	000a2070	186	5	0
~GlowShader	000a212a	16	1	0
ColorMixAdd	000a213c	94	5	1
Init	000a21c8	142	4	0
SetInActive	000a2284	30	1	0
UpdateMeshData	000a22a2	230	7	0
~ColorMixAdd	000a2388	16	1	0
PulseShader	000a2398	94	5	1
Init	000a2424	228	4	0
SetInActive	000a2554	72	1	0
UpdateMeshData	000a2594	560	12	0
~PulseShader	000a27d0	16	1	0
SpecCubeMapping	000a27e0	94	5	1
Init	000a286c	266	6	0
SetInActive	000a29c0	30	1	0
UpdateMeshData	000a29e4	364	11	0
~SpecCubeMapping	000a2b60	16	1	0
FModSound	000a2b70	100	1	1
~FModSound	000a2bd4	14	1	1
release	000a2be6	74	2	1
init	000a2c30	316	11	1
setAudioLanguage	000a2d80	32	0	1
stopAllSoundFXEvents	000a2dac	50	0	1
freeAllEvents	000a2de0	12	0	1
getParam	000a2ee4	56	2	0
setParamValue	000a2f20	64	3	1
setParamValue	000a2f64	64	3	0
setMusicParamValue	000a2fa8	16	0	0
setVolume	000a2fb8	30	0	2
setSoundVolume	000a2fd6	26	0	0
updateAll	000a2ff0	494	6	1
isPlaying	000a31e4	62	2	1
isChannelActive	000a3228	62	2	0
IsCategoryEnabled	000a326c	28	0	1
enableCategory	000a3288	108	1	2
play	000a32f4	548	9	2
playMusicFadeOutCurrent	000a3524	38	1	0
fadeOutNow	000a3550	20	0	0
stop	000a3568	20	0	5
stop	000a357c	14	0	1
updateEvent3DAttributes	000a3588	32	1	1
updateEvent3DAttributes	000a35a8	578	8	1
pause	000a37f0	86	3	1
resume	000a384c	38	1	1
setParamValue	000a3874	62	3	1
enableReverb	000a38b8	110	4	1
disableReverb	000a392c	82	3	1
getPlayingProgress	000a3988	130	2	1
getEventPauseLength	000a3a14	86	2	1
setDownPitch	000a3a74	94	2	1
promptMusicCue	000a3ad8	16	0	0
pause	000a3ae8	24	0	1
resume	000a3b00	26	0	0
pauseAll	000a3b18	52	1	1
stopAll	000a3b4c	52	1	1
resumeAll	000a3b80	52	1	1
pauseAllPlaying	000a3bb4	70	2	1
pauseAllPlayingSoundFXEvents	000a3bfc	134	4	1
GetEngine	000a3c88	10	0	0
ExitFunction	000a3c98	14	0	0
ndk23_getExitFlag	000a3cb4	10	0	0
loadAPK	000a3cc4	68	3	1
loadAPKAndZip	000a3d0c	58	1	1
ndk23_Init	000a3d58	228	13	0
ndk23_InitWithZip	000a3e80	230	13	1
ndk23_resize	000a3fac	54	1	0
ndk23_ndkDone	000a3fec	36	3	0
ndk23_handleTouchScreenEvent	000a4014	14	1	0
ndk23_handleAcceleration	000a4018	240	2	0
ndk23_newrender	000a412c	322	14	0
ndk_checkPlaytimeAndSpendOfferwallCredits	000a4280	52	3	1
ndk23_handleTouchPadEvent	000a42bc	148	1	0
ndk23_setRootDirectory	000a4358	34	2	1
ndk23_setZipDirectory	000a4380	36	2	1
ndk23_setCountryCode	000a43a8	16	0	0
ndk23_sendingPauseSignal	000a43bc	44	1	0
ndk23_sendingResumeSignal	000a43f0	26	0	0
ndk_iapBoughtPremium	000a4410	36	0	0
ndk_getDLC_1_BOUGHT	000a4524	26	0	0
ndk_getDLC_2_BOUGHT	000a4548	26	0	0
ndk_getDLC_3_BOUGHT	000a456c	26	0	0
ndk_getDLC_4_BOUGHT	000a4590	26	0	0
ndk_getDLC_5_BOUGHT	000a45b4	26	0	0
ndk_iapBoughtConsumable	000a45d8	52	1	0
setBaughtCredits	000a462c	158	3	1
checkFirstCreditPackBoughtWriteAction	000a4708	78	5	1
ndk_autosave	000a4770	46	5	1
ndk_getCurrentApplicationModule	000a47ac	30	0	0
ndk_getLogoShown	000a47d0	10	0	0
ndk_isInMainMenu	000a47e0	10	0	0
pConstToNonConst	000a47f0	40	3	1
getStringUTFChars	000a4818	16	0	0
releaseStringUTFChars	000a4828	48	1	1
ndk_setNativeItemInformationList	000a4858	1394	2	0
ndk_resetNativeItemInformationList	000a4e38	554	1	0
AddTouch	000a50dc	98	1	0
GetTouchCount	000a5150	10	0	1
RemoveTouches	000a5160	12	0	1
GetTouch	000a5170	22	0	1
LODManager	000a518c	38	2	1
Array	000a51c0	28	1	1
~LODManager	000a51dc	26	2	1
~Array	000a51f6	22	1	1
addObject	000a520c	32	1	1
ArrayAdd<AEGeometry*>	000a522a	36	1	1
removeObject	000a524e	48	1	1
ArrayRemove<AEGeometry*>	000a527e	68	1	1
forceUpdate	000a52c4	178	7	1
update	000a5384	24	0	1
computerTradeGoods	000a53a0	96	5	1
isKaamoSpecialItem	000a5404	30	0	0
getItemBuyList	000a5428	1760	32	1
Array	000a5b58	28	1	1
ArraySetLength<Item*>	000a5b74	52	2	1
ArrayAdd<Item*>	000a5ba8	36	1	1
getShipBuyList	000a5bcc	2122	22	1
Array	000a6490	28	1	1
ArrayAdd<Ship*>	000a64ac	36	1	1
ArraySetLength<Ship*>	000a64d0	52	2	1
getLootList	000a6504	466	13	1
ArraySetLength<int>	000a66f8	52	2	1
generateStationIndex	000a672c	332	7	1
createAgents	000a6884	1356	42	1
Array	000a6e3c	28	1	1
ArraySetLength<Agent*>	000a6e58	52	2	1
createAgent	000a6e8c	748	27	1
createMission	000a71b8	1832	43	1
MTitle	000a7984	16	0	1
~MTitle	000a7998	26	1	1
~MTitle	000a79bc	16	1	0
OnInitialize	000a79cc	76	2	0
OnTouchEnd	000a7a24	8	0	0
OnRelease	000a7a2c	76	5	1
OnRender2D	000a7a8c	296	9	0
OnRender3D	000a7bc4	36	2	0
Objective	000a7bfc	18	0	1
Objective	000a7c0e	28	0	1
~Objective	000a7c2a	46	3	2
ArrayReleaseClasses<Objective*>	000a7c5c	80	3	1
~Array	000a7cac	22	1	1
addObjective	000a7cc2	46	3	0
Array	000a7cfe	28	1	1
ArrayAdd<Objective*>	000a7d1a	36	1	1
achieved	000a7d40	832	10	1
getCalcValue	000a80b4	12	0	0
isSurvivalObjective	000a80c0	12	0	1
setAchievedText	000a80cc	36	2	0
BoundingAAB	000a8104	144	1	1
collide	000a819c	54	0	0
outerCollide	000a81d2	158	0	0
getCollisionNormal	000a8270	10	0	0
update	000a827a	16	1	0
projectCollisionOnSurface	000a8280	348	3	0
CutScene	000a83e4	56	0	1
~CutScene	000a8420	156	6	1
ArrayReleaseClasses<AEGeometry*>	000a84c4	80	3	1
resetCamera	000a8514	222	7	1
initialize	000a8628	972	36	1
checkForTurret	000a8a68	942	24	1
isInitialized	000a8e80	6	0	1
process	000a8e8c	1894	27	1
update	000a9664	14	1	1
replacePlayerShip	000a9668	268	13	1
ArrayReleaseClasses<AbyssEngine::AEMath::Vector*>	000a9788	72	2	1
~Array	000a97d0	22	1	1
ArrayReleaseClasses<Array<AbyssEngine::AEMath::Vector*>*>	000a97e6	80	3	1
~Array	000a9836	22	1	1
render2D	000a984c	8	0	1
renderBG	000a9852	12	0	1
render3D	000a985c	108	4	1
PlayerEgo	000a98cc	1890	34	0
~PlayerEgo	000aa0a4	334	10	1
~EaseInOutMatrix	000aa1f6	24	1	1
ArrayReleaseClasses<RepairBeam*>	000aa20e	80	3	1
~Array	000aa25e	22	1	1
setShip	000aa274	554	21	0
Array	000aa4cc	28	1	1
ArrayAdd<RepairBeam*>	000aa4e8	36	1	1
setExhaustVisible	000aa50c	68	1	1
PlayEngineSound	000aa550	132	8	1
PauseEngineSound	000aa5dc	6	0	1
ResumeEngineSound	000aa5e2	8	0	1
StopEngineSound	000aa5ec	142	8	1
isDockedToDockingPoint	000aa684	26	0	1
resetMovement	000aa69e	20	0	1
resetLastHP	000aa6b2	18	1	1
startJumpDrive	000aa6c4	62	2	1
toggleCloaking	000aa708	652	18	1
hasCloak	000aa9b0	12	0	0
hasVolatileGoods	000aa9bc	6	0	1
getVolatileForce	000aa9c4	46	0	1
addNukeVolatileForce	000aa9f8	24	0	1
isInTurretMode	000aaa10	6	0	1
setDockingCamera	000aaa18	318	12	0
