TransformGetTransform	7b67c	32
SetAnimationState	74c3c	32
OpenRead	70530	32
OpenWrite	70b38	32
SetApplicationManager	74154	32
SetTexture	78212	32
SetWorldViewMatrix	78810	32
GetWidth	78fb4	32
GetHeight	78fba	32
DisableClip	7cb36	32
