class	method	ghidra_addr	body	callees
(free)	ArrayReleaseClasses<ImagePart*>	000f0fa8	80	3
Array<ImagePart*>	~Array	000f0ff8	22	1
(free)	ArrayAdd<Wanted*>	000f100e	36	1
WantedWindow	selectWanted	000f1034	1568	32
WantedWindow	getRelativeScrollStartPos	000f17a8	44	0
WantedWindow	getRelativeScrollHeight	000f17d8	78	0
WantedWindow	render3D	000f182c	12	0
WantedWindow	draw	000f1838	1752	26
WantedWindow	getWantedAtPosition	000f1fc0	94	1
WantedWindow	update	000f2028	218	2
WantedWindow	OnTouchBegin	000f2104	152	6
WantedWindow	OnTouchMove	000f21a0	248	6
WantedWindow	OnTouchEnd	000f22ac	830	26
PlayerAsteroid	PlayerAsteroid	000f2648	734	17
PlayerAsteroid	~PlayerAsteroid	000f2980	46	2
PlayerAsteroid	~PlayerAsteroid	000f29b4	16	1
PlayerAsteroid	setAsteroidIndex	000f29c4	6	0
PlayerAsteroid	getPosition	000f29ca	12	1
PlayerAsteroid	setPosition	000f29d6	6	0
PlayerAsteroid	translate	000f29dc	6	0
PlayerAsteroid	isMinable	000f29e2	6	0
PlayerAsteroid	getQuality	000f29e8	6	0
PlayerAsteroid	getScaling	000f29ee	6	0
PlayerAsteroid	getQualityFrameIndex	000f29f4	10	0
PlayerAsteroid	getQualityString	000f2a00	46	1
PlayerAsteroid	setAsteroidCenter	000f2a3c	72	3
PlayerAsteroid	setRotationEnabled	000f2a90	6	0
PlayerAsteroid	initPush	000f2a98	300	7
PlayerAsteroid	push	000f2bd8	302	7
PlayerAsteroid	update	000f2d20	736	23
PlayerAsteroid	render	000f3038	54	1
PlayerAsteroid	outerCollide	000f306e	10	0
PlayerAsteroid	outerCollide	000f3078	10	0
PlayerAsteroid	getProjectionVector	000f3084	114	5
PlayerAsteroid	collide	000f3104	210	3
Globals	Globals	000f31e0	472	0
Globals	~Globals	000f3444	408	18
Globals	init	000f3618	632	26
Globals	resetHints	000f3938	38	0
ParticleSettingsRef	initialize	000f3964	36	1
Globals	longToTimeString	000f3994	498	8
Globals	longToTimeStringNoSeconds	000f3c68	294	8
Globals	createBillBoard	000f3e08	662	5
Globals	getRandomName	000f40b4	298	13
Globals	getLine	000f4230	306	8
Globals	getLineArray	000f4384	426	12
Globals	drawLines	000f458c	114	2
Globals	drawLines	000f4608	120	2
Globals	drawLines	000f4688	20	1
Globals	getBoundedString	000f469c	186	10
Globals	releaseResources	000f479c	34	1
Globals	loadFont	000f47c4	438	2
Globals	getRandomEnemyFighter	000f49dc	160	2
Globals	getRandomPlanetName	000f4a8c	82	8
Globals	getRandomStation	000f4af0	54	6
Globals	getRandomSystemForDrinks	000f4b38	40	1
Globals	getItemName	000f4b68	34	2
Globals	reportLeaderboards	000f4b90	26	1
Globals	getWreckCollision	000f4bb8	562	13
Globals	getShipGroup	000f4e14	1710	27
Globals	startNewSoundResourceList	000f5554	64	6
Globals	addSoundResourceToList	000f55a6	38	0
Globals	playMusicAndFadeOutCurrent	000f55cc	554	13
Globals	getDialogueSoundId	000f5818	1250	3
Globals	getAgentMissionText	000f5ed4	7024	65
Globals	setCoordsSteer	000f8404	754	0
Globals	setCoordsFire	000f8764	1016	0
Globals	getKeyBindingReplaceString	000f8c1c	56	5
Globals	getKeyActionName	000f8c68	10	1
Globals	replaceKeyBindingTokens	000f8c72	14	1
Globals	sqrt	000f8c80	8	0
Globals	getInAppPurchaseArrayIndex	000f8c88	546	5
(free)	BuildResourceList	000f8f54	22308	8
AbyssEngine::ResourceTexture	ResourceTexture	00122c88	50	3
AbyssEngine::ResourceMaterial	ResourceMaterial	00122cbc	48	0
AbyssEngine::ResourceMesh	ResourceMesh	00122cf0	48	3
AbyssEngine::ResourceMaterial	ResourceMaterial	00122d20	40	0
(free)	loadPortraits	00122d4c	18354	7
(free)	loadLowTexturesAndMaterials	00128188	11698	5
AbyssEngine::ResourceTexture	ResourceTexture	0012b6d2	60	4
Node	Node	0012b710	30	2
Array<Node*>	Array	0012b73c	28	1
Node	~Node	0012b758	16	1
(free)	ArrayRelease<Node*>	0012b768	20	1
SystemPathFinder	getJumpDistance	0012b780	38	4
SystemPathFinder	getSystemPath	0012b7a8	334	14
(free)	ArraySetLength<Node*>	0012b910	52	2
(free)	ArrayAdd<Node*>	0012b944	36	1
SystemPathFinder	search	0012b968	182	4
(free)	ArrayReleaseClasses<Node*>	0012ba30	80	3
Array<Node*>	~Array	0012ba80	22	1
SystemPathFinder	constructPath	0012ba96	102	5
(free)	ArrayRemove<Node*>	0012bb10	68	1
SystemPathFinder	contains	0012bb54	32	0
Route	Route	0012bb74	142	9
Array<Waypoint*>	Array	0012bc16	28	1
(free)	ArrayAdd<Waypoint*>	0012bc32	36	1
Route	Route	0012bc56	132	6
Route	~Route	0012bcf0	64	5
(free)	ArrayReleaseClasses<Waypoint*>	0012bd34	74	1
Array<Waypoint*>	~Array	0012bd7e	22	1
Route	reset	0012bd94	36	1
Route	setNewCoords	0012bdb8	44	0
Route	getDockingTarget	0012bde8	24	0
Route	getDockingTarget	0012be00	22	0
Route	getDockingTime	0012be16	8	0
Route	getDockingTime	0012be1c	24	0
Route	getWaypoint	0012be34	158	1
Route	getWaypoint	0012bed8	6	0
Route	getLastWaypoint	0012bede	12	0
Route	waypointDefined	0012bee8	10	0
Route	reachWaypoint	0012bef6	104	2
Route	length	0012bf5c	6	0
Route	update	0012bf62	14	0
Route	update	0012bf70	252	3
Route	getExactClone	0012c074	66	2
Route	clone	0012c0b6	298	7
Route	translate	0012c1f6	56	0
PlayerStaticFar	PlayerStaticFar	0012c254	92	2
PlayerStaticFar	~PlayerStaticFar	0012c2c4	14	1
PlayerStaticFar	~PlayerStaticFar	0012c2c8	16	1
PlayerStaticFar	render	0012c2da	26	1
PlayerStaticFar	update	0012c2e0	354	14
PlayerStaticFar	collide	0012c460	142	0
PlayerStaticFar	getInitPosition	0012c4ee	14	0
PlayerStaticFar	outerCollide	0012c4fc	10	0
PlayerStaticFar	outerCollide	0012c506	10	0
PlayerStaticFar	getProjectionVector	0012c510	30	1
PlayerStaticFar	projectCollisionOnSurface	0012c52e	30	1
ImageFactory	ImageFactory	0012c54c	116	1
ImageFactory	reload	0012c5d0	202	9
ImageFactory	~ImageFactory	0012c6b0	26	2
ImageFactory	createChar	0012c6cc	34	2
ImageFactory	createChar	0012c6f4	114	2
ImageFactory	loadChar	0012c774	98	4
Array<ImagePart*>	Array	0012c7e4	28	1
(free)	ArraySetLength<ImagePart*>	0012c800	52	2
ImageFactory	loadImage	0012c834	214	4
ImageFactory	drawChar	0012c940	110	3
ImageFactory	drawItem	0012c9b4	146	7
ImageFactory	getItemImageId	0012ca50	16	0
ImageFactory	drawItem	0012ca60	102	4
ImageFactory	drawShip	0012cad0	132	7
PlayerCreature	PlayerCreature	0012cb5c	178	4
PlayerCreature	calmDown	0012cc28	20	0
PlayerCreature	reset	0012cc40	126	5
PlayerCreature	~PlayerCreature	0012ccd8	16	1
PlayerCreature	rage	0012cce8	72	0
PlayerCreature	isHooked	0012cd38	6	0
PlayerCreature	isCaught	0012cd3e	6	0
PlayerCreature	hook	0012cd44	12	0
PlayerCreature	unhook	0012cd4e	24	0
PlayerCreature	update	0012cd68	562	13
PlayerCreature	render	0012cfb8	36	1
PlayerCreature	getWeight	0012cfe4	14	0
PlayerCreature	getItemIndex	0012cff8	6	0
PlayerCreature	getMaxEndurance	0012cffe	6	0
PlayerCreature	getEndurance	0012d004	6	0
LensFlare	LensFlare	0012d00c	92	4
LensFlare	~LensFlare	0012d06c	22	1
LensFlare	update	0012d082	6	0
LensFlare	render2D	0012d088	1500	11
Standing	Standing	0012d6a8	32	1
Standing	~Standing	0012d6c8	22	1
Standing	setStanding	0012d6de	8	0
Standing	getStanding	0012d6ee	56	0
Standing	getStandingRate	0012d728	30	1
Standing	rehabilitate	0012d750	44	0
Standing	isEnemyWithAnyone	0012d780	34	0
Standing	isEnemy	0012d7a2	102	0
Standing	isFriend	0012d808	102	0
Standing	isNeutral	0012d86e	32	2
Standing	getEnemyRace	0012d890	18	0
Standing	applyPoints	0012d8a8	38	0
Standing	applyKill	0012d8d0	98	3
Standing	applyDelict	0012d93c	72	1
Standing	applyStealCargo	0012d98c	6	0
Standing	applyMissionCompleted	0012d992	8	0
Standing	applyDisable	0012d99a	8	0
Standing	getMissionBonus	0012d9a0	72	0
HangarList	HangarList	0012d9f4	10	0
HangarList	~HangarList	0012d9fe	14	1
HangarList	release	0012da10	108	5
(free)	ArrayReleaseClasses<ListItem*>	0012da7c	80	3
Array<ListItem*>	~Array	0012dacc	22	1
(free)	ArrayReleaseClasses<Array<ListItem*>*>	0012dae2	80	3
Array<Array<ListItem*>*>	~Array	0012db32	22	1
HangarList	initShipTab	0012db48	626	21
Array<ListItem*>	Array	0012dde8	28	1
(free)	ArraySetLength<ListItem*>	0012de04	52	2
HangarList	initShopTab	0012de38	554	13
HangarList	initBlueprintTab	0012e088	394	12
HangarList	init	0012e234	80	6
Array<Array<ListItem*>*>	Array	0012e290	28	1
(free)	ArraySetLength<Array<ListItem*>*>	0012e2ac	52	2
HangarList	fillBuyList	0012e2e0	656	20
HangarList	fillIngredientsList	0012e5a8	332	13
(free)	ArrayAdd<ListItem*>	0012e720	36	1
HangarList	getCurrentItem	0012e744	8	0
HangarList	getCurrentItemAt	0012e74a	40	0
HangarList	getCurrentTabItems	0012e772	12	0
HangarList	getCurrentLength	0012e786	20	0
MiningGame	MiningGame	0012e7a8	900	15
MiningGame	~MiningGame	0012eb74	30	2
MiningGame	gameWon	0012eb92	6	0
MiningGame	gameLost	0012eb98	6	0
MiningGame	getOreAmount	0012eb9e	14	0
MiningGame	gotCore	0012ebac	6	0
MiningGame	up	0012ebb6	18	0
MiningGame	down	0012ebc8	18	0
MiningGame	left	0012ebda	18	0
MiningGame	right	0012ebec	18	0
MiningGame	update	0012ec00	1114	12
MiningGame	isInCurrentLayer	0012f0a0	128	1
MiningGame	render2D	0012f12c	1352	23
BoundingVolume	BoundingVolume	0012f6dc	54	0
BoundingVolume	~BoundingVolume	0012f718	44	3
BoundingVolume	setVolume	0012f750	42	2
BoundingVolume	getProjectionVector	0012f788	74	4
BoundingVolume	getCollisionNormal	0012f7d8	10	0
BoundingVolume	update	0012f7e4	134	2
BoundingVolume	collide	0012f870	60	0
BoundingVolume	staticProjectCollisionOnSurface	0012f8b0	144	2
FileRead	loadStation	0012f948	38	3
FileRead	loadStationsBinary	0012f970	288	15
FileRead	loadShipParts	0012fad0	352	12
FileRead	loadStationCollision	0012fc5c	246	14
FileRead	loadWreckCollision	0012fd78	246	14
FileRead	loadStaticCollision	0012fe94	246	14
FileRead	loadStationParts	0012ffb0	368	14
FileRead	loadStationsBinary	0013014c	300	16
FileRead	loadAgents	001302b8	404	18
FileRead	loadWanted	00130490	476	18
FileRead	loadStationsBinary	001306b0	224	10
(free)	ArraySetLength<signed_char>	001307b0	48	2
FileRead	loadSystemsBinary	001307e0	622	19
Array<SolarSystem*>	Array	00130aac	28	1
(free)	ArraySetLength<SolarSystem*>	00130ac8	52	2
FileRead	loadItemsBinary	00130afc	368	13
FileRead	loadShipsBinary	00130ca8	250	11
FileRead	loadNamesBinary	00130dd0	654	16
FileRead	loadTicker	00131144	286	13
Array<NewsItem*>	Array	00131294	28	1
(free)	ArraySetLength<NewsItem*>	001312b0	52	2
FileRead	loadWeaponPositions	001312e4	448	14
Array<Array<AbyssEngine::AEMath::Vector*>*>	Array	001314d8	28	1
ArraySetLength<Array<AbyssEngine::AEMath	ArraySetLength<Array<AbyssEngine::AEMath::Vector*>*>	001314f4	52	2
ArrayAdd<AbyssEngine::AEMath	ArrayAdd<AbyssEngine::AEMath::Vector*>	00131528	36	1
FileRead	loadSpacePoints	00131550	572	17
Array<SpacePoint*>	Array	001317d8	28	1
(free)	ArrayAdd<SpacePoint*>	001317f4	36	1
PlayerStation	PlayerStation	00131818	3098	37
PlayerStation	~PlayerStation	00132588	104	5
PlayerStation	~PlayerStation	001325ec	16	1
PlayerStation	update	001325fc	220	5
PlayerStation	render	001326e8	16	0
PlayerStation	setPosition	001326f8	84	1
PlayerStation	getPosition	0013274c	14	1
PlayerStation	getRoot	0013275a	6	0
PlayerStation	setVisible	00132760	6	0
PlayerStation	translate	00132766	10	0
PlayerStation	collide	0013276e	10	0
PlayerStation	outerCollide	00132778	196	0
PlayerStation	outerCollide	0013283c	28	0
PlayerStation	getProjectionVector	00132858	36	1
PlayerStation	projectCollisionOnSurface	0013287c	18	1
Wanted	Wanted	00132890	102	2
Wanted	~Wanted	00132904	28	1
Wanted	getName	00132924	12	1
Wanted	setTerminated	0013296c	6	0
Wanted	setActive	00132972	6	0
Wanted	isActive	00132984	6	0
Wanted	isTerminated	0013298a	6	0
MenuTouchWindow	MenuTouchWindow	0013299c	8784	55
MenuTouchWindow	loadPreviewRecords	00134f1c	162	6
MenuTouchWindow	addButton	00134fd8	266	5
(free)	ArrayAdd<TouchButton*>	0013510c	36	1
Array<TouchSlider*>	Array	00135130	28	1
(free)	ArrayAdd<TouchSlider*>	0013514c	36	1
MenuTouchWindow	~MenuTouchWindow	00135170	534	11
(free)	ArrayReleaseClasses<TouchSlider*>	0013538a	80	3
Array<TouchSlider*>	~Array	001353da	22	1
Array<GameRecord*>	~Array	001353f0	22	1
MenuTouchWindow	isInMissionScreen	00135406	14	0
MenuTouchWindow	setCutsceneMode	00135414	62	1
MenuTouchWindow	createRecordButtons	00135454	1386	25
ArrayReleaseClasses<Array<AbyssEngine	ArrayReleaseClasses<Array<AbyssEngine::String*>*>	00135a70	80	3
Array<Array<AbyssEngine::String*>*>	~Array	00135ac0	22	1
Array<Array<AbyssEngine::String*>*>	Array	00135ad6	28	1
ArraySetLength<Array<AbyssEngine	ArraySetLength<Array<AbyssEngine::String*>*>	00135af2	52	2
MenuTouchWindow	saveGame	00135b28	164	11
MenuTouchWindow	showSupernovaMessage	00135be0	70	2
MenuTouchWindow	loadGame	00135c2c	282	13
MenuTouchWindow	getRelativeScrollStartPos	00135d74	44	0
MenuTouchWindow	getRelativeScrollHeight	00135da4	78	0
MenuTouchWindow	drawLoadSaveMenu	00135df8	1108	14
MenuTouchWindow	draw	0013629c	5846	34
MenuTouchWindow	update	00139598	1428	14
MenuTouchWindow	OnTouchBegin	00139bd4	1778	12
MenuTouchWindow	OnTouchMove	0013a33c	1442	12
MenuTouchWindow	OnTouchEnd	0013aabc	6358	65
MenuTouchWindow	startValkyrie	0013ca80	544	20
MenuTouchWindow	startSupernova	0013cce4	612	19
MenuTouchWindow	startGOF2	0013cf84	78	3
MenuTouchWindow	render3D	0013cfe4	24	0
MenuTouchWindow	isShowingMessage	0013cffa	6	0
MenuTouchWindow	inCinematicMode	0013d000	14	0
MenuTouchWindow	isMakingScreenshot	0013d00e	16	0
MenuTouchWindow	hideMessage	0013d01e	8	0
MenuTouchWindow	setSkipButtonVisible	0013d026	62	1
MenuTouchWindow	callDlcMenu	0013d064	98	2
MenuTouchWindow	startSupernovaChallenge	0013d0cc	16	0
PendingProduct	PendingProduct	0013d3c8	98	8
PendingProduct	PendingProduct	0013d448	42	2
PendingProduct	~PendingProduct	0013d480	14	1
Radar	Radar	0013d484	2308	39
Radar	~Radar	0013de3c	34	3
Radar	update	0013de60	222	5
Radar	elipsoidIntersect	0013df48	206	1
Radar	update	0013e01c	48	2
Radar	draw	0013e050	8020	94
Radar	calcDistance	00140704	484	13
Radar	getPlanetDockIndex	00140974	32	2
Radar	drawCurrentLock	00140998	1418	27
Radar	unlockAsteroid	00141030	6	0
Radar	stationLocked	0014103a	20	0
Radar	getTurretScopeWidth	0014104e	8	0
Radar	isPlasmaInRange	00141056	6	0
Radar	hasScanner	0014105c	6	0
AutoPilotList	AutoPilotList	00141064	604	19
AutoPilotList	down	0014135c	28	0
AutoPilotList	~AutoPilotList	00141378	32	3
AutoPilotList	getTargetString	0014139c	44	2
AutoPilotList	up	001413cc	28	0
AutoPilotList	draw	001413e8	196	6
AutoPilotList	touch	001414d0	88	2
ListItemWindow	ListItemWindow	00141528	106	3
ListItemWindow	~ListItemWindow	001415b4	138	7
ListItemWindow	set	00141658	5714	79
ListItemWindow	shows3DShip	001430fc	6	0
ListItemWindow	draw	00143104	1762	29
ListItemWindow	update	00143868	336	7
ListItemWindow	render	001439c8	164	7
ListItemWindow	OnTouchBegin	00143a74	90	1
ListItemWindow	OnTouchMove	00143ad4	48	1
ListItemWindow	OnTouchEnd	00143b04	88	1
StarSystem	StarSystem	00143b68	2692	47
(free)	ArraySetLength<unsigned_int>	001446bc	52	2
Array<AbyssEngine::AEMath::Vector>	Array	001446f0	32	1
ArraySetLength<AbyssEngine::AEMath	ArraySetLength<AbyssEngine::AEMath::Vector>	00144710	60	2
StarSystem	initLight	0014474c	1356	21
StarSystem	~StarSystem	00144d10	132	11
ArrayRelease<AbyssEngine::AEMath	ArrayRelease<AbyssEngine::AEMath::Vector>	00144d94	20	1
Array<AbyssEngine::AEMath::Vector>	~Array	00144da8	22	1
StarSystem	getLightDirection	00144dbe	14	0
StarSystem	switchPlanetForIntro	00144dcc	120	5
StarSystem	switchSunForSupernovaReversal	00144e4c	72	3
StarSystem	switchSunForSupernovaIntro	00144ea0	258	11
StarSystem	switchSunForSupernovaExpansion	00144fc4	48	2
StarSystem	scaleSunDuringSupernovaIntro	00144ffc	94	3
StarSystem	updateSupernova	00145064	74	2
StarSystem	renderSunStreak	001450c8	56	2
StarSystem	render	00145104	954	22
StarSystem	render2D	001454e8	160	6
ScrollTouchBox	ScrollTouchBox	00145598	60	0
ScrollTouchBox	~ScrollTouchBox	001455d8	34	3
ScrollTouchBox	setText	00145600	236	8
ScrollTouchBox	setText	0014570c	74	4
ScrollTouchBox	setPosition	0014576c	6	0
ScrollTouchBox	draw	00145778	388	5
ScrollTouchBox	setTextCentered	00145910	6	0
ScrollTouchBox	getRelativeScrollStartPos	00145918	42	0
ScrollTouchBox	getRelativeScrollHeight	00145948	76	0
ScrollTouchBox	update	00145998	138	0
ScrollTouchBox	touchIsInside	00145a22	50	0
ScrollTouchBox	OnTouchBegin	00145a54	30	1
ScrollTouchBox	OnTouchMove	00145a72	36	0
ScrollTouchBox	OnTouchEnd	00145a98	58	0
LevelScript	LevelScript	00145adc	7612	111
LevelScript	setAutoPilotToProgrammedStation	00147b68	206	12
LevelScript	~LevelScript	00147c3c	220	3
LevelScript	process	00147d18	53748	267
LevelScript	resetCamera	00155ca8	108	5
LevelScript	lookBehind	00155d24	78	3
LevelScript	render3D	00155d84	126	4
LevelScript	skipSequence	00155e08	56	2
LevelScript	canSkipCutsceneNow	00155e44	76	1
LevelScript	skipCutscene	00155e94	388	11
LevelScript	resetStartSequenceOver	00156030	10	0
LevelScript	startSequenceOver	0015603a	6	0
LevelScript	startSequence	00156040	6	0
MovingStars	MovingStars	00156050	280	9
MovingStars	~MovingStars	00156190	54	1
MovingStars	update	001561c8	1290	9
MovingStars	render	00156714	66	3
MovingStars	translate	0015675c	134	5
ChoiceWindow	ChoiceWindow	001567ec	108	1
ChoiceWindow	~ChoiceWindow	00156870	86	4
ChoiceWindow	set	001568c8	40	1
ChoiceWindow	set	001568f4	88	2
ChoiceWindow	set	00156954	84	2
ChoiceWindow	set	001569b0	852	18
ChoiceWindow	set	00156d5c	52	1
ChoiceWindow	removeButtons	00156d94	8	0
ChoiceWindow	hasChoice	00156d9c	6	0
ChoiceWindow	setWidth	00156da4	28	0
ChoiceWindow	setHeight	00156dc4	192	1
ChoiceWindow	setMedal	00156e8c	350	14
ChoiceWindow	setMiscButton	00157068	304	6
ChoiceWindow	update	001571b4	8	0
ChoiceWindow	draw	001571bc	680	17
ChoiceWindow	OnTouchBegin	001574cc	76	2
ChoiceWindow	OnTouchMove	00157518	76	2
ChoiceWindow	OnTouchEnd	00157564	96	2
BombGun	BombGun	001575cc	522	17
BombGun	~BombGun	00157824	48	2
BombGun	~BombGun	00157858	16	1
BombGun	setPlayer	00157868	6	0
BombGun	update	00157870	1094	38
BombGun	render	00157cf0	32	1
HangarWindow	HangarWindow	00157d20	114	0
HangarWindow	~HangarWindow	00157d9c	132	7
HangarWindow	initialize	00157e24	2838	51
HangarWindow	refreshCurrentContentHeight	00158a10	44	1
HangarWindow	getCurrentTab	00158a44	8	0
HangarWindow	listMode	00158a4a	26	0
HangarWindow	isInSpecialMode	00158a64	22	0
HangarWindow	update	00158a7e	488	6
HangarWindow	transaction	00158c68	820	30
HangarWindow	refreshCargoAvailabilityForBlueprints	0015900c	184	6
HangarWindow	render3D	001590c8	14	0
HangarWindow	render	001590d8	8732	82
HangarWindow	getRelativeScrollStartPos	0015b6bc	44	0
HangarWindow	getRelativeScrollHeight	0015b6ec	78	0
HangarWindow	OnTouchBegin	0015b740	1036	35
HangarWindow	highlightItem	0015bbec	94	5
HangarWindow	autoEquipSecondaryWeapons	0015bc50	504	22
HangarWindow	OnTouchMove	0015be98	334	7
HangarWindow	setSellMode	0015bff0	1626	66
HangarWindow	OnTouchEnd	0015c740	4970	102
HangarWindow	demountItem	0015de04	388	26
HangarWindow	mountItem	0015df98	372	23
HangarWindow	showCreditsBuyWindow	0015e118	410	8
HangarWindow	showFreeCreditsWindow	0015e32c	366	11
HangarWindow	readyToClose	0015e4f0	92	5
HangarWindow	currentItemIsHighlighted	0015e550	32	1
HangarWindow	selectItem	0015e570	1620	57
HangarWindow	hideMessage	0015ecc0	8	0
HackingGame	HackingGame	0015ecc8	204	3
HackingGame	reInit	0015ed9c	404	5
HackingGame	getRewardItem	0015ef42	6	0
HackingGame	getRewardAmount	0015ef48	6	0
HackingGame	rotateRightCW	0015ef50	56	1
HackingGame	rotateLeftCW	0015ef8c	56	1
HackingGame	solvableInNSteps	0015efc8	216	2
HackingGame	gameWon	0015f0a4	34	0
HackingGame	rotateLeftCW	0015f0c6	34	0
HackingGame	rotateRightCW	0015f0e8	34	0
HackingGame	getDockingIndex	0015f10a	6	0
HackingGame	gameWon	0015f110	40	0
HackingGame	update	0015f138	142	1
HackingGame	isRotating	0015f1cc	22	0
HackingGame	render2D	0015f1e4	2054	9
MissionsWindow	MissionsWindow	0015fa10	78	2
MissionsWindow	init	0015fa68	2070	52
MissionsWindow	~MissionsWindow	0016040c	162	9
MissionsWindow	setHangarUpdate	001604b2	6	0
MissionsWindow	render3D	001604b8	36	1
MissionsWindow	draw	001604dc	1148	22
MissionsWindow	hangarNeedsUpdate	001609a8	6	0
MissionsWindow	update	001609b0	448	18
MissionsWindow	OnTouchBegin	00160bdc	198	6
MissionsWindow	OnTouchMove	00160ca8	198	6
MissionsWindow	OnTouchEnd	00160d74	992	33
TractorBeam	TractorBeam	001611b4	72	2
TractorBeam	~TractorBeam	00161210	26	2
TractorBeam	update	0016122c	818	33
TractorBeam	render	00161580	12	0
RadioMessage	RadioMessage	0016158c	48	1
RadioMessage	reset	001615bc	8	0
RadioMessage	RadioMessage	001615c4	102	1
RadioMessage	RadioMessage	0016162a	38	0
RadioMessage	~RadioMessage	00161650	22	1
RadioMessage	isTriggered	00161676	6	0
RadioMessage	isOver	0016167c	6	0
RadioMessage	finish	00161682	8	0
RadioMessage	trigger	0016168a	8	0
RadioMessage	triggered	00161694	1606	20
BoundingSphere	BoundingSphere	00161d28	54	1
BoundingSphere	~BoundingSphere	00161d64	14	1
BoundingSphere	collide	00161d68	76	1
BoundingSphere	outerCollide	00161da0	108	4
BoundingSphere	getCollisionNormal	00161e10	90	5
BoundingSphere	update	00161e70	14	0
BoundingSphere	projectCollisionOnSurface	00161e74	166	5
Gun	Gun	00161f20	462	9
Gun	~Gun	00162134	116	5
Gun	setIndex	001621ac	240	9
Gun	setErrorMagnitudePercentage	001622bc	14	0
Gun	setFriendGun	001622ca	6	0
Gun	setMagnitude	001622d0	6	0
Gun	getMagnitude	001622d6	6	0
Gun	setLevelCollision	001622dc	6	0
Gun	setOffset	001622e4	60	2
Gun	setOffset	00162328	128	2
Gun	setImpact	001623b0	6	0
Gun	getEnemies	001623bc	6	0
Gun	setEnemy	001623c2	8	0
Gun	removeAllEnemies	00162410	8	0
Gun	setPlayerGun	0016241c	6	0
Gun	isPlayerGun	00162422	6	0
Gun	shootAt	00162428	1714	34
Gun	shoot	00162b24	88	1
Gun	ignite	00162b7c	996	25
Gun	calcCharacterCollision	00162f90	1934	36
Gun	update	00163754	486	8
Gun	render	0016395c	234	12
Gun	translate	00163a50	44	1
PlayerFixedObject	PlayerFixedObject	00163a7c	666	19
PlayerFixedObject	~PlayerFixedObject	00163d70	138	6
PlayerFixedObject	~PlayerFixedObject	00163e14	16	1
PlayerFixedObject	reset	00163e24	182	4
PlayerFixedObject	setMoving	00163ee4	6	0
PlayerFixedObject	setPosition	00163eec	194	6
PlayerFixedObject	setPosition	00163fb4	28	0
PlayerFixedObject	translate	00163fd0	70	0
PlayerFixedObject	setBV	00164016	6	0
PlayerFixedObject	setBV	0016401c	46	2
PlayerFixedObject	getPosition	00164056	38	0
PlayerFixedObject	setWreckedMeshId	0016407c	156	4
PlayerFixedObject	moveForward	00164134	166	6
PlayerFixedObject	update	001641e0	2640	62
PlayerFixedObject	setExhaustVisible	00164cb0	42	1
PlayerFixedObject	render	00164cdc	120	3
PlayerFixedObject	collide	00164d4a	140	0
PlayerFixedObject	getProjectionVector	00164dd6	64	1
PlayerFixedObject	projectCollisionOnSurface	00164e16	58	1
PlayerFixedObject	outerCollide	00164e50	10	0
PlayerFixedObject	outerCollide	00164e5a	144	0
PlayerFixedObject	setDockingType	00164eea	6	0
PlayerFixedObject	getDockingType	00164ef0	6	0
PlayerFixedObject	setTransportID	00164ef6	6	0
PlayerFixedObject	getTransportID	00164efc	6	0
PlayerFixedObject	getName	00164f02	16	1
PlayerFixedObject	setName	00164f12	8	0
PlayerFixedObject	hideShip	00164f1a	8	0
PlayerFixedObject	setDeadButSelectable	00164f24	84	7
Radio	Radio	00164f7c	78	0
Radio	~Radio	00164fd4	68	6
Radio	setMessages	0016501c	48	1
Radio	getMessage	00165050	10	0
Radio	lastMessageShown	0016505a	6	0
Radio	update	00165060	700	22
Radio	draw	00165378	544	13
Radio	isShowingMessage	001655d0	10	0
SolarSystem	SolarSystem	001655dc	156	5
SolarSystem	~SolarSystem	00165694	88	4
SolarSystem	getName	001656f0	14	1
SolarSystem	getAttackRace	00165708	20	0
SolarSystem	hasPirateBase	00165720	68	1
SolarSystem	stationIsInSystem	0016576c	34	0
SolarSystem	hasHiddenBlueprint	00165790	68	1
SolarSystem	getWarpGateEnumIndex	001657f0	8	0
SolarSystem	getStationEnumIndex	001657f6	34	0
SolarSystem	currentOrbitHasWarpGate	00165818	32	2
SolarSystem	stationIsInSystem	0016583c	32	1
SolarSystem	isFullyDiscovered	0016585c	60	1
SolarSystem	setCoords	0016589c	6	0
SolarSystem	systemIsInSystemRoutes	001658ae	40	0
SolarSystem	isVisible	001658d6	6	0
SolarSystem	setVisible	001658dc	6	0
SolarSystem	hasNoOwner	001658e2	30	0
GameRecord	GameRecord	00165900	188	3
GameRecord	~GameRecord	001659d4	26	1
GameRecord	load	001659f0	2600	58
MineGun	MineGun	00166478	246	11
Array<Explosion*>	Array	00166594	28	1
(free)	ArraySetLength<Explosion*>	001665b0	52	2
MineGun	~MineGun	001665e4	88	5
(free)	ArrayReleaseClasses<Explosion*>	00166640	80	3
Array<Explosion*>	~Array	00166690	22	1
MineGun	~MineGun	001666a6	16	1
MineGun	setPlayer	001666b6	6	0
MineGun	render	001666bc	46	2
MineGun	update	001666ec	454	13
Achievements	Achievements	001668d0	34	1
Achievements	~Achievements	001668f2	32	1
Achievements	checkForNewMedal	00166914	922	16
Achievements	initCheckEquipmentAndWeapons	00166da4	160	4
Achievements	countMedals	00166e48	126	0
