TransformGetTransform	0008b67c	8	0
SetAnimationState	00084c3c	8	0
OpenRead	00080530	8	0
OpenWrite	00080b38	8	0
SetApplicationManager	00084154	8	0
SetTexture	00088212	8	0
SetWorldViewMatrix	00088810	8	0
GetWidth	00088fb4	8	0
GetHeight	00088fba	8	0
DisableClip	0008cb36	8	0
