# Registry of recovered functions (the regression set + coverage source of truth).
# Columns: name <tab> elf_vaddr(hex) <tab> nbytes <tab> obj <tab> sym_substr <tab> status(exact|near)
# (Android target; ELF vaddr = Ghidra addr - 0x10000.)
asteroidDied_c4530	c4530	36	build/obj/recovered/Level/asteroidDied_c4530.o	asteroidDied	exact
getAsteroidsLeft_c453c	c453c	30	build/obj/recovered/Level/getAsteroidsLeft_c453c.o	getAsteroidsLeft	exact
getEnemiesLeft_c4542	c4542	30	build/obj/recovered/Level/getEnemiesLeft_c4542.o	getEnemiesLeft	exact
getFriendsLeft_c4548	c4548	30	build/obj/recovered/Level/getFriendsLeft_c4548.o	getFriendsLeft	exact
getMessages_c454e	c454e	30	build/obj/recovered/Level/getMessages_c454e.o	getMessages	exact
getTimeLimit_c4554	c4554	30	build/obj/recovered/Level/getTimeLimit_c4554.o	getTimeLimit	exact
render2D_c4ca0	c4ca0	34	build/obj/recovered/Level/render2D_c4ca0.o	render2D	exact
stealFriendCargo_c625c	c625c	32	build/obj/recovered/Level/stealFriendCargo_c625c.o	stealFriendCargo	exact
friendCargoWasStolen_c6264	c6264	30	build/obj/recovered/Level/friendCargoWasStolen_c6264.o	friendCargoWasStolen	exact
removeObjectives_c626a	c626a	32	build/obj/recovered/Level/removeObjectives_c626a.o	removeObjectives	exact
getPlayerGuns_c6272	c6272	30	build/obj/recovered/Level/getPlayerGuns_c6272.o	getPlayerGuns	exact
getEnemyGuns_c6278	c6278	30	build/obj/recovered/Level/getEnemyGuns_c6278.o	getEnemyGuns	exact
enableFog_c651c	c651c	36	build/obj/recovered/Level/enableFog_c651c.o	enableFog	exact
switchSkyboxForSupernovaReversal_c668c	c668c	122	build/obj/recovered/Level/switchSkyboxForSupernovaReversal_c668c.o	switchSkyboxForSupernovaReversal	exact
hasMiningPlant_c675c	c675c	38	build/obj/recovered/Level/hasMiningPlant_c675c.o	hasMiningPlant	exact
getMiningPlant_c676a	c676a	46	build/obj/recovered/Level/getMiningPlant_c676a.o	getMiningPlant	exact
getNumDeliveredOre_c6780	c6780	30	build/obj/recovered/Level/getNumDeliveredOre_c6780.o	getNumDeliveredOre	exact
incNumDeliveredOre_c6786	c6786	36	build/obj/recovered/Level/incNumDeliveredOre_c6786.o	incNumDeliveredOre	exact
getNumDeliveredPassengers_c6792	c6792	30	build/obj/recovered/Level/getNumDeliveredPassengers_c6792.o	getNumDeliveredPassengers	exact
incNumDeliveredPassengers_c6798	c6798	36	build/obj/recovered/Level/incNumDeliveredPassengers_c6798.o	incNumDeliveredPassengers	exact
setRace_174a02	174a02	28	build/obj/recovered/Ship/setRace_174a02.o	setRace	exact
getRace_174a06	174a06	28	build/obj/recovered/Ship/getRace_174a06.o	getRace	exact
getIndex_174a0a	174a0a	28	build/obj/recovered/Ship/getIndex_174a0a.o	getIndex	exact
getPrice_174a0e	174a0e	28	build/obj/recovered/Ship/getPrice_174a0e.o	getPrice	exact
setCurrentWeaponSlot_174a12	174a12	28	build/obj/recovered/Ship/setCurrentWeaponSlot_174a12.o	setCurrentWeaponSlot	exact
