hasMissionCrateCaptured_dcb78	hasMissionCrateCaptured	dcb78	6
hasMissionCrateLost_dcb7e	hasMissionCrateLost	dcb7e	6
hasCrateLost_dcb94	hasCrateLost	dcb94	6
setBoostProb_dcd02	setBoostProb	dcd02	6
setAIDisabled_dcfcc	setAIDisabled	dcfcc	6
setBV_dfb84	setBV	dfb84	6
hasCrateCaptured_dcb88	hasCrateCaptured	dcb88	12
setShootError_dccf4	setShootError	dccf4	14
_PlayerFighter_dc922	~PlayerFighter	dc922	16
setSpeed_dcccc	setSpeed	dcccc	16
setRotate_dccdc	setRotate	dccdc	24
setShipGroup_dcb84	setShipGroup	dcb84	26
setPosition_dcb9a	setPosition	dcb9a	28
removeTrail_dcd08	removeTrail	dcd08	28
setCloakingPossible_dcd9c	setCloakingPossible	dcd9c	32
setBV_dfb8a	setBV	dfb8a	44
setExhaustVisible_dcd24	setExhaustVisible	dcd24	48
awake_dff2c	awake	dff2c	48
cloak_dcd58	cloak	dcd58	62
setMissionCrate_dcb18	setMissionCrate	dcb18	78
collide_dfbe8	collide	dfbe8	80
outerCollide_dfc38	outerCollide	dfc38	80
setPosition_dcbb8	setPosition	dcbb8	110
_PlayerFighter_dc824	~PlayerFighter	dc824	132
setWingmanCommand_dcc2c	setWingmanCommand	dcc2c	160
setLevel_dca30	setLevel	dca30	218
reset_dc934	reset	dc934	242
revive_dff5c	revive	dff5c	278
render_dfa50	render	dfa50	290
initPush_dfc88	initPush	dfc88	300
push_dfdc8	push	dfdc8	322
roll_df860	roll	df860	434
handleCloaking_dcdbc	handleCloaking	dcdbc	498
PlayerFighter_dc2f8	PlayerFighter	dc2f8	1234
update_dcfd8	update	dcfd8	10012
